group	label	ns	tau	cov	rc	pr	f
naive_submission.tsv	naive_submission.tsv	cellular_component	0.050	1.000	0.770	0.279	0.409
naive_submission.tsv	naive_submission.tsv	cellular_component	0.060	1.000	0.746	0.317	0.444
naive_submission.tsv	naive_submission.tsv	cellular_component	0.070	1.000	0.727	0.350	0.472
naive_submission.tsv	naive_submission.tsv	cellular_component	0.080	1.000	0.708	0.379	0.494
naive_submission.tsv	naive_submission.tsv	cellular_component	0.090	1.000	0.697	0.401	0.509
naive_submission.tsv	naive_submission.tsv	cellular_component	0.100	1.000	0.697	0.401	0.509
naive_submission.tsv	naive_submission.tsv	cellular_component	0.110	1.000	0.691	0.415	0.519
naive_submission.tsv	naive_submission.tsv	cellular_component	0.120	1.000	0.691	0.415	0.519
naive_submission.tsv	naive_submission.tsv	cellular_component	0.130	1.000	0.685	0.430	0.528
naive_submission.tsv	naive_submission.tsv	cellular_component	0.140	1.000	0.685	0.430	0.528
naive_submission.tsv	naive_submission.tsv	cellular_component	0.150	1.000	0.676	0.442	0.535
naive_submission.tsv	naive_submission.tsv	cellular_component	0.160	1.000	0.669	0.457	0.543
naive_submission.tsv	naive_submission.tsv	cellular_component	0.170	1.000	0.669	0.457	0.543
naive_submission.tsv	naive_submission.tsv	cellular_component	0.180	1.000	0.669	0.457	0.543
naive_submission.tsv	naive_submission.tsv	cellular_component	0.190	1.000	0.599	0.575	0.587
naive_submission.tsv	naive_submission.tsv	cellular_component	0.200	1.000	0.582	0.601	0.591
naive_submission.tsv	naive_submission.tsv	cellular_component	0.210	1.000	0.563	0.636	0.597
naive_submission.tsv	naive_submission.tsv	cellular_component	0.220	1.000	0.563	0.636	0.597
naive_submission.tsv	naive_submission.tsv	cellular_component	0.230	1.000	0.539	0.671	0.598
naive_submission.tsv	naive_submission.tsv	cellular_component	0.240	1.000	0.539	0.671	0.598
naive_submission.tsv	naive_submission.tsv	cellular_component	0.250	1.000	0.539	0.671	0.598
naive_submission.tsv	naive_submission.tsv	cellular_component	0.260	1.000	0.539	0.671	0.598
naive_submission.tsv	naive_submission.tsv	cellular_component	0.270	1.000	0.539	0.671	0.598
naive_submission.tsv	naive_submission.tsv	cellular_component	0.280	1.000	0.539	0.671	0.598
naive_submission.tsv	naive_submission.tsv	cellular_component	0.290	1.000	0.511	0.705	0.592
naive_submission.tsv	naive_submission.tsv	cellular_component	0.300	1.000	0.511	0.705	0.592
naive_submission.tsv	naive_submission.tsv	cellular_component	0.310	1.000	0.511	0.705	0.592
naive_submission.tsv	naive_submission.tsv	cellular_component	0.320	1.000	0.485	0.749	0.588
naive_submission.tsv	naive_submission.tsv	cellular_component	0.330	1.000	0.485	0.749	0.588
naive_submission.tsv	naive_submission.tsv	cellular_component	0.340	1.000	0.485	0.749	0.588
naive_submission.tsv	naive_submission.tsv	cellular_component	0.350	1.000	0.485	0.749	0.588
naive_submission.tsv	naive_submission.tsv	cellular_component	0.360	1.000	0.485	0.749	0.588
naive_submission.tsv	naive_submission.tsv	cellular_component	0.370	1.000	0.485	0.749	0.588
naive_submission.tsv	naive_submission.tsv	cellular_component	0.380	1.000	0.485	0.749	0.588
naive_submission.tsv	naive_submission.tsv	cellular_component	0.390	1.000	0.485	0.749	0.588
naive_submission.tsv	naive_submission.tsv	cellular_component	0.400	1.000	0.485	0.749	0.588
naive_submission.tsv	naive_submission.tsv	cellular_component	0.410	1.000	0.485	0.749	0.588
naive_submission.tsv	naive_submission.tsv	cellular_component	0.420	1.000	0.485	0.749	0.588
naive_submission.tsv	naive_submission.tsv	cellular_component	0.430	1.000	0.485	0.749	0.588
naive_submission.tsv	naive_submission.tsv	cellular_component	0.440	1.000	0.485	0.749	0.588
naive_submission.tsv	naive_submission.tsv	cellular_component	0.450	1.000	0.485	0.749	0.588
naive_submission.tsv	naive_submission.tsv	cellular_component	0.460	1.000	0.485	0.749	0.588
naive_submission.tsv	naive_submission.tsv	cellular_component	0.470	1.000	0.485	0.749	0.588
naive_submission.tsv	naive_submission.tsv	cellular_component	0.480	1.000	0.485	0.749	0.588
naive_submission.tsv	naive_submission.tsv	cellular_component	0.490	1.000	0.485	0.749	0.588
naive_submission.tsv	naive_submission.tsv	cellular_component	0.500	1.000	0.485	0.749	0.588
naive_submission.tsv	naive_submission.tsv	cellular_component	0.510	1.000	0.485	0.749	0.588
naive_submission.tsv	naive_submission.tsv	cellular_component	0.520	1.000	0.485	0.749	0.588
naive_submission.tsv	naive_submission.tsv	cellular_component	0.530	1.000	0.485	0.749	0.588
naive_submission.tsv	naive_submission.tsv	cellular_component	0.540	1.000	0.485	0.749	0.588
naive_submission.tsv	naive_submission.tsv	cellular_component	0.550	1.000	0.485	0.749	0.588
naive_submission.tsv	naive_submission.tsv	cellular_component	0.560	1.000	0.485	0.749	0.588
naive_submission.tsv	naive_submission.tsv	cellular_component	0.570	1.000	0.485	0.749	0.588
naive_submission.tsv	naive_submission.tsv	cellular_component	0.580	1.000	0.485	0.749	0.588
naive_submission.tsv	naive_submission.tsv	cellular_component	0.590	1.000	0.444	0.771	0.563
naive_submission.tsv	naive_submission.tsv	cellular_component	0.600	1.000	0.393	0.800	0.528
naive_submission.tsv	naive_submission.tsv	cellular_component	0.610	1.000	0.393	0.800	0.528
naive_submission.tsv	naive_submission.tsv	cellular_component	0.620	1.000	0.393	0.800	0.528
naive_submission.tsv	naive_submission.tsv	cellular_component	0.630	1.000	0.350	0.834	0.494
naive_submission.tsv	naive_submission.tsv	cellular_component	0.640	1.000	0.350	0.834	0.494
naive_submission.tsv	naive_submission.tsv	cellular_component	0.650	1.000	0.350	0.834	0.494
naive_submission.tsv	naive_submission.tsv	cellular_component	0.660	1.000	0.305	0.875	0.453
naive_submission.tsv	naive_submission.tsv	cellular_component	0.670	1.000	0.305	0.875	0.453
naive_submission.tsv	naive_submission.tsv	cellular_component	0.680	1.000	0.305	0.875	0.453
naive_submission.tsv	naive_submission.tsv	cellular_component	0.690	1.000	0.258	0.932	0.404
naive_submission.tsv	naive_submission.tsv	cellular_component	0.700	1.000	0.258	0.932	0.404
naive_submission.tsv	naive_submission.tsv	cellular_component	0.710	1.000	0.258	0.932	0.404
naive_submission.tsv	naive_submission.tsv	cellular_component	0.720	1.000	0.258	0.932	0.404
naive_submission.tsv	naive_submission.tsv	cellular_component	0.730	1.000	0.258	0.932	0.404
naive_submission.tsv	naive_submission.tsv	cellular_component	0.740	1.000	0.258	0.932	0.404
naive_submission.tsv	naive_submission.tsv	cellular_component	0.750	1.000	0.258	0.932	0.404
naive_submission.tsv	naive_submission.tsv	cellular_component	0.760	1.000	0.258	0.932	0.404
naive_submission.tsv	naive_submission.tsv	cellular_component	0.770	1.000	0.258	0.932	0.404
naive_submission.tsv	naive_submission.tsv	cellular_component	0.780	1.000	0.258	0.932	0.404
naive_submission.tsv	naive_submission.tsv	cellular_component	0.790	1.000	0.258	0.932	0.404
naive_submission.tsv	naive_submission.tsv	cellular_component	0.800	1.000	0.190	0.996	0.319
naive_submission.tsv	naive_submission.tsv	cellular_component	0.810	1.000	0.190	0.996	0.319
naive_submission.tsv	naive_submission.tsv	cellular_component	0.820	1.000	0.190	0.996	0.319
naive_submission.tsv	naive_submission.tsv	cellular_component	0.830	1.000	0.190	0.996	0.319
naive_submission.tsv	naive_submission.tsv	cellular_component	0.840	1.000	0.190	0.996	0.319
naive_submission.tsv	naive_submission.tsv	cellular_component	0.850	1.000	0.190	0.996	0.319
naive_submission.tsv	naive_submission.tsv	cellular_component	0.860	1.000	0.190	0.996	0.319
naive_submission.tsv	naive_submission.tsv	cellular_component	0.870	1.000	0.190	0.996	0.319
naive_submission.tsv	naive_submission.tsv	cellular_component	0.880	1.000	0.190	0.996	0.319
naive_submission.tsv	naive_submission.tsv	cellular_component	0.890	1.000	0.190	0.996	0.319
naive_submission.tsv	naive_submission.tsv	cellular_component	0.900	1.000	0.190	0.996	0.319
naive_submission.tsv	naive_submission.tsv	cellular_component	0.910	1.000	0.190	0.996	0.319
naive_submission.tsv	naive_submission.tsv	cellular_component	0.920	1.000	0.190	0.996	0.319
naive_submission.tsv	naive_submission.tsv	cellular_component	0.930	1.000	0.190	0.996	0.319
naive_submission.tsv	naive_submission.tsv	cellular_component	0.940	1.000	0.190	0.996	0.319
naive_submission.tsv	naive_submission.tsv	cellular_component	0.950	1.000	0.190	0.996	0.319
naive_submission.tsv	naive_submission.tsv	cellular_component	0.960	1.000	0.190	0.996	0.319
naive_submission.tsv	naive_submission.tsv	cellular_component	0.970	1.000	0.190	0.996	0.319
naive_submission.tsv	naive_submission.tsv	cellular_component	0.980	1.000	0.190	0.996	0.319
naive_submission.tsv	naive_submission.tsv	cellular_component	0.990	1.000	0.190	0.996	0.319
naive_submission.tsv	naive_submission.tsv	molecular_function	0.010	1.000	0.816	0.055	0.103
naive_submission.tsv	naive_submission.tsv	molecular_function	0.020	1.000	0.718	0.087	0.155
naive_submission.tsv	naive_submission.tsv	molecular_function	0.030	1.000	0.658	0.114	0.194
naive_submission.tsv	naive_submission.tsv	molecular_function	0.040	1.000	0.612	0.139	0.226
naive_submission.tsv	naive_submission.tsv	molecular_function	0.050	1.000	0.563	0.172	0.264
naive_submission.tsv	naive_submission.tsv	molecular_function	0.060	1.000	0.525	0.219	0.309
naive_submission.tsv	naive_submission.tsv	molecular_function	0.070	1.000	0.496	0.250	0.333
naive_submission.tsv	naive_submission.tsv	molecular_function	0.080	1.000	0.465	0.297	0.362
naive_submission.tsv	naive_submission.tsv	molecular_function	0.090	1.000	0.448	0.333	0.382
naive_submission.tsv	naive_submission.tsv	molecular_function	0.100	1.000	0.442	0.354	0.393
naive_submission.tsv	naive_submission.tsv	molecular_function	0.110	1.000	0.419	0.406	0.412
naive_submission.tsv	naive_submission.tsv	molecular_function	0.120	1.000	0.419	0.406	0.412
naive_submission.tsv	naive_submission.tsv	molecular_function	0.130	1.000	0.406	0.439	0.422
naive_submission.tsv	naive_submission.tsv	molecular_function	0.140	1.000	0.406	0.439	0.422
naive_submission.tsv	naive_submission.tsv	molecular_function	0.150	1.000	0.393	0.482	0.433
naive_submission.tsv	naive_submission.tsv	molecular_function	0.160	1.000	0.393	0.482	0.433
naive_submission.tsv	naive_submission.tsv	molecular_function	0.170	1.000	0.393	0.482	0.433
naive_submission.tsv	naive_submission.tsv	molecular_function	0.180	1.000	0.356	0.602	0.447
naive_submission.tsv	naive_submission.tsv	molecular_function	0.190	1.000	0.356	0.602	0.447
naive_submission.tsv	naive_submission.tsv	molecular_function	0.200	1.000	0.356	0.602	0.447
naive_submission.tsv	naive_submission.tsv	molecular_function	0.210	1.000	0.356	0.602	0.447
naive_submission.tsv	naive_submission.tsv	molecular_function	0.220	1.000	0.356	0.602	0.447
naive_submission.tsv	naive_submission.tsv	molecular_function	0.230	1.000	0.334	0.690	0.450
naive_submission.tsv	naive_submission.tsv	molecular_function	0.240	1.000	0.334	0.690	0.450
naive_submission.tsv	naive_submission.tsv	molecular_function	0.250	1.000	0.334	0.690	0.450
naive_submission.tsv	naive_submission.tsv	molecular_function	0.260	1.000	0.334	0.690	0.450
naive_submission.tsv	naive_submission.tsv	molecular_function	0.270	1.000	0.334	0.690	0.450
naive_submission.tsv	naive_submission.tsv	molecular_function	0.280	1.000	0.334	0.690	0.450
naive_submission.tsv	naive_submission.tsv	molecular_function	0.290	1.000	0.334	0.690	0.450
naive_submission.tsv	naive_submission.tsv	molecular_function	0.300	1.000	0.334	0.690	0.450
naive_submission.tsv	naive_submission.tsv	molecular_function	0.310	1.000	0.334	0.690	0.450
naive_submission.tsv	naive_submission.tsv	molecular_function	0.320	1.000	0.334	0.690	0.450
naive_submission.tsv	naive_submission.tsv	molecular_function	0.330	1.000	0.334	0.690	0.450
naive_submission.tsv	naive_submission.tsv	molecular_function	0.340	1.000	0.334	0.690	0.450
naive_submission.tsv	naive_submission.tsv	molecular_function	0.350	1.000	0.334	0.690	0.450
naive_submission.tsv	naive_submission.tsv	molecular_function	0.360	1.000	0.334	0.690	0.450
naive_submission.tsv	naive_submission.tsv	molecular_function	0.370	1.000	0.334	0.690	0.450
naive_submission.tsv	naive_submission.tsv	molecular_function	0.380	1.000	0.334	0.690	0.450
naive_submission.tsv	naive_submission.tsv	molecular_function	0.390	1.000	0.334	0.690	0.450
naive_submission.tsv	naive_submission.tsv	molecular_function	0.400	1.000	0.334	0.690	0.450
naive_submission.tsv	naive_submission.tsv	molecular_function	0.410	1.000	0.334	0.690	0.450
naive_submission.tsv	naive_submission.tsv	molecular_function	0.420	1.000	0.334	0.690	0.450
naive_submission.tsv	naive_submission.tsv	molecular_function	0.430	1.000	0.334	0.690	0.450
naive_submission.tsv	naive_submission.tsv	molecular_function	0.440	1.000	0.334	0.690	0.450
naive_submission.tsv	naive_submission.tsv	molecular_function	0.450	1.000	0.291	0.789	0.425
naive_submission.tsv	naive_submission.tsv	molecular_function	0.460	1.000	0.291	0.789	0.425
naive_submission.tsv	naive_submission.tsv	molecular_function	0.470	1.000	0.291	0.789	0.425
naive_submission.tsv	naive_submission.tsv	molecular_function	0.480	1.000	0.291	0.789	0.425
naive_submission.tsv	naive_submission.tsv	molecular_function	0.490	1.000	0.291	0.789	0.425
naive_submission.tsv	naive_submission.tsv	molecular_function	0.500	1.000	0.291	0.789	0.425
naive_submission.tsv	naive_submission.tsv	molecular_function	0.510	1.000	0.216	0.871	0.346
naive_submission.tsv	naive_submission.tsv	molecular_function	0.520	1.000	0.216	0.871	0.346
naive_submission.tsv	naive_submission.tsv	molecular_function	0.530	1.000	0.216	0.871	0.346
naive_submission.tsv	naive_submission.tsv	molecular_function	0.540	1.000	0.216	0.871	0.346
naive_submission.tsv	naive_submission.tsv	molecular_function	0.550	1.000	0.216	0.871	0.346
naive_submission.tsv	naive_submission.tsv	molecular_function	0.560	1.000	0.216	0.871	0.346
naive_submission.tsv	naive_submission.tsv	molecular_function	0.570	1.000	0.216	0.871	0.346
naive_submission.tsv	naive_submission.tsv	molecular_function	0.580	1.000	0.216	0.871	0.346
naive_submission.tsv	naive_submission.tsv	molecular_function	0.590	1.000	0.216	0.871	0.346
naive_submission.tsv	naive_submission.tsv	molecular_function	0.600	1.000	0.216	0.871	0.346
naive_submission.tsv	naive_submission.tsv	molecular_function	0.610	1.000	0.216	0.871	0.346
naive_submission.tsv	naive_submission.tsv	molecular_function	0.620	1.000	0.216	0.871	0.346
naive_submission.tsv	naive_submission.tsv	molecular_function	0.630	1.000	0.216	0.871	0.346
naive_submission.tsv	naive_submission.tsv	molecular_function	0.640	1.000	0.216	0.871	0.346
naive_submission.tsv	naive_submission.tsv	molecular_function	0.650	1.000	0.216	0.871	0.346
naive_submission.tsv	naive_submission.tsv	molecular_function	0.660	1.000	0.216	0.871	0.346
naive_submission.tsv	naive_submission.tsv	molecular_function	0.670	1.000	0.127	1.000	0.226
naive_submission.tsv	naive_submission.tsv	molecular_function	0.680	1.000	0.127	1.000	0.226
naive_submission.tsv	naive_submission.tsv	molecular_function	0.690	1.000	0.127	1.000	0.226
naive_submission.tsv	naive_submission.tsv	molecular_function	0.700	1.000	0.127	1.000	0.226
naive_submission.tsv	naive_submission.tsv	molecular_function	0.710	1.000	0.127	1.000	0.226
naive_submission.tsv	naive_submission.tsv	molecular_function	0.720	1.000	0.127	1.000	0.226
naive_submission.tsv	naive_submission.tsv	molecular_function	0.730	1.000	0.127	1.000	0.226
naive_submission.tsv	naive_submission.tsv	molecular_function	0.740	1.000	0.127	1.000	0.226
naive_submission.tsv	naive_submission.tsv	molecular_function	0.750	1.000	0.127	1.000	0.226
naive_submission.tsv	naive_submission.tsv	molecular_function	0.760	1.000	0.127	1.000	0.226
naive_submission.tsv	naive_submission.tsv	molecular_function	0.770	1.000	0.127	1.000	0.226
naive_submission.tsv	naive_submission.tsv	molecular_function	0.780	1.000	0.127	1.000	0.226
naive_submission.tsv	naive_submission.tsv	molecular_function	0.790	1.000	0.127	1.000	0.226
naive_submission.tsv	naive_submission.tsv	molecular_function	0.800	1.000	0.127	1.000	0.226
naive_submission.tsv	naive_submission.tsv	molecular_function	0.810	1.000	0.127	1.000	0.226
naive_submission.tsv	naive_submission.tsv	molecular_function	0.820	1.000	0.127	1.000	0.226
naive_submission.tsv	naive_submission.tsv	molecular_function	0.830	1.000	0.127	1.000	0.226
naive_submission.tsv	naive_submission.tsv	molecular_function	0.840	1.000	0.127	1.000	0.226
naive_submission.tsv	naive_submission.tsv	molecular_function	0.850	1.000	0.127	1.000	0.226
naive_submission.tsv	naive_submission.tsv	molecular_function	0.860	1.000	0.127	1.000	0.226
naive_submission.tsv	naive_submission.tsv	molecular_function	0.870	1.000	0.127	1.000	0.226
naive_submission.tsv	naive_submission.tsv	molecular_function	0.880	1.000	0.127	1.000	0.226
naive_submission.tsv	naive_submission.tsv	molecular_function	0.890	1.000	0.127	1.000	0.226
naive_submission.tsv	naive_submission.tsv	molecular_function	0.900	1.000	0.127	1.000	0.226
naive_submission.tsv	naive_submission.tsv	molecular_function	0.910	1.000	0.127	1.000	0.226
naive_submission.tsv	naive_submission.tsv	molecular_function	0.920	1.000	0.127	1.000	0.226
naive_submission.tsv	naive_submission.tsv	molecular_function	0.930	1.000	0.127	1.000	0.226
naive_submission.tsv	naive_submission.tsv	molecular_function	0.940	1.000	0.127	1.000	0.226
naive_submission.tsv	naive_submission.tsv	molecular_function	0.950	1.000	0.127	1.000	0.226
naive_submission.tsv	naive_submission.tsv	molecular_function	0.960	1.000	0.127	1.000	0.226
naive_submission.tsv	naive_submission.tsv	molecular_function	0.970	1.000	0.127	1.000	0.226
naive_submission.tsv	naive_submission.tsv	molecular_function	0.980	1.000	0.127	1.000	0.226
naive_submission.tsv	naive_submission.tsv	molecular_function	0.990	1.000	0.127	1.000	0.226
